Original,Spanish,French,German,Italian,Portuguese,Index
"A heroic rescue mission, Buzz Lightyear leaps through the air, his jetpack firing as he saves a group of trapped space explorers.","Una misión de rescate heroica, Buzz Lightyear salta por el aire, su packs de propulsión disparando mientras salva un grupo de exploradores espaciales atrapados.","Une mission de sauvetage héroïque, Buzz Lightyear saute dans les airs, son propulseur à réaction fonctionnant à plein régime tandis qu'il sauve un groupe d'astronautes coincés.","Ein heldenhafter Rettungsmission, Buzz Lightyear springt durch die Luft, sein Jetpack feuert, während er eine Gruppe von gefangenen Raumforscher rettet.","Una missione di soccorso eroica, Buzz Lightyear si lancia nell'aria, il suo jetpack che spara mentre salva un gruppo di esploratori spaziali intrappolati.","Uma missão de resgate heroica, Buzz Lightyear salta pelo ar, seu pacote de foguete disparando enquanto salva um grupo de exploradores espaciais presos.",1535
"Buzz Lightyear's laser blaster is slung low on his hip, a confident smirk spreading across his face as he gazes out into the unknown.","La pistola láser de Buzz Lightyear está colgada baja en su cadera, una sonrisa segura se extiende por su rostro mientras él mira hacia lo desconocido.","L'arme laser de Buzz Lightyear est accrochée bas sur sa hanche, un sourire confiant se répandant sur son visage alors qu'il contemple l'inconnu.","Buzz Lightyears Laserblaster hängt tief auf seiner Hüfte, ein selbstsicherer Lächeln breitet sich auf seinem Gesicht aus, während er in die Unbekannte schaut.","Il laser blaster di Buzz Lightyear è appeso basso sulla sua cintura, un sorriso fiducioso che si allarga sulla sua faccia mentre guarda fuori nell'ignoto.","O laser do bláster do Buzz Lightyear está preso baixo na cintura dele, um sorriso confiante se espalhando pelo seu rosto enquanto ele olha para o desconhecido.",3582
"Buzz Lightyear's joyful laughter as he plays with a group of friendly, alien children.",La alegre risa de Buzz Lightyear mientras juega con un grupo de niños alienígenas amistosos.,Le rire joyeux de Buzz Lightyear alors qu'il joue avec un groupe d'enfants aliens amicaux.,"Buzz Lightyears fröhliches Lachen, als er mit einer Gruppe freundlicher, außerirdischer Kinder spielt.",La gioiosa risata di Buzz Lightyear mentre gioca con un gruppo di bambini alieni amichevoli.,O riso alegre de Buzz Lightyear enquanto ele brinca com um grupo de crianças alienígenas amigáveis.,3811
"A wide shot of Buzz Lightyear standing on the edge of a cliff, looking out at a stunning starry night sky.","Una amplia toma de Buzz Lightyear parado en el borde de una barranca, mirando hacia un impresionante cielo nocturno estrellado.","Une large prise de vue de Buzz Lightyear debout sur le bord d'une falaise, regardant vers le ciel nocturne étoilé à couper le souffle.","Ein weites Bild von Buzz Lightyear, der am Rand eines Kliffs steht und zu einem atemberaubenden Sternenhimmel mit vielen Sternen hinausblickt.","Una panoramica ampia di Buzz Lightyear in piedi sull'orlo di un dirupo, che guarda fuori verso un cielo notturno stellato mozzafiato.","Uma cena ampla de Buzz Lightyear em pé na beira de uma falésia, olhando para um céu noturno estrelado impressionante.",8279
"Buzz Lightyear proudly holding up his laser blaster, surrounded by a swarm of tiny starflies.","Buzz Lightyear se sienta orgulloso sosteniendo su bláster láser, rodeado por una nube de minúsculas estrellitas voladoras.","Buzz Lightyear, les bras levés, tenant fièrement son blaster laser, entouré d'une nuée de petites moucherons étoilés.","Buzz Lightyear präsentiert stolz sein Laserblaster, umgeben von einem Schwarm winziger Sternfliegen.","Buzz Lightyear tiene orgogliosamente in mano la sua blaster laser, circondato da una nuvola di minuscoli starflies.","Buzz Lightyear orgulhosamente segurando seu laser, cercado por uma nuvem de estrelas-voadores minúsculos.",9863
"Buzz Lightyear stands heroically, his back to the camera, with a cityscape of a futuristic metropolis behind him, illuminated by neon lights.","Buzz Lightyear se mantiene heroicamente, su espalda hacia la cámara, con un paisaje urbano de una metrópolis futurista detrás de él, iluminado por luces de néon.","Buzz Lightyear se tient debout héroïquement, son dos tourné vers la caméra, avec un paysage urbain d'une métropole futuriste derrière lui, éclairé par des lumières néon.","Buzz Lightyear steht heldenhaft, sein Rücken zur Kamera, mit einer Stadtlandschaft einer futuristischen Metropole hinter ihm, die von Neonlichtern beleuchtet wird.","Buzz Lightyear si erge eroicamente, la schiena rivolta alla macchina da presa, con un paesaggio urbano di una metropoli futuristica alle sue spalle, illuminato da luci neon.","Buzz Lightyear se ergue heroicamente, com as costas para a câmera, com uma paisagem urbana de uma metrópole futurista atrás dele, iluminada por luzes neon.",434
"A low-angle shot of Buzz Lightyear looking up at the stars, his eyes shining with wonder and a hint of sadness in his expression as he thinks of his friends back on Star Command.","Una toma a baja altura de Buzz Lightyear mirando hacia las estrellas, sus ojos brillando con asombro y un toque de tristeza en su expresión mientras piensa en sus amigos que quedan en la Comandancia Estelar.","Une prise de vue à faible angle de Buzz Lightyear regardant les étoiles en haut, ses yeux brillant de merveille et une pointe de tristesse dans son expression tandis qu'il pense à ses amis qui sont restés sur Star Command.","Eine Nahaufnahme von Buzz Lightyear, der hinauf in die Sterne blickt, seine Augen strahlen vor Wunder und ein Hauch von Traurigkeit liegt in seinem Gesichtsausdruck, während er an seine Freunde auf Star Command denkt.","Una inquadratura da bassa angolazione di Buzz Lightyear che guarda verso le stelle, i suoi occhi brillano di meraviglia e c'è un accenno di tristezza nella sua espressione mentre pensa ai suoi amici che sono rimasti su Star Command.","Uma tomada de baixo ângulo de Buzz Lightyear olhando para as estrelas, seus olhos brilhando com admiração e um toque de tristeza em sua expressão enquanto ele pensa em seus amigos de volta para o Star Command.",9195
"Buzz Lightyear standing in a large, empty hangar, wearing his space ranger suit and holding a large, shiny spaceship model.","Buzz Lightyear de pie en un gran hangar vacío, vestido con su traje de ranger espacial y sosteniendo un modelo de un gran y brillante cohete espacial.","Buzz Lightyear debout dans un vaste hangar vide, vêtu de son costume de ranger spatial et tenant un grand modèle de vaisseau spatial luisant.","Buzz Lightyear steht in einem großen, leeren Hangar, trägt seinen Raumsoldatenanzug und hält ein großes, glänzendes Modell eines Raumschiffs in der Hand.","Buzz Lightyear in piedi in un grande e vuoto hangar, indossando la sua divisa di ranger spaziale e tenendo un grande modello di velivolo spaziale lucido.","Buzz Lightyear de pé em uma grande hangar vazio, vestindo seu uniforme de ranger espacial e segurando um grande modelo de navio espacial brilhante.",3257
"Buzz Lightyear walking through a futuristic city, his space ranger suit a symbol of hope among the towering skyscrapers.","Buzz Lightyear caminando por una ciudad futurista, su traje de ranger espacial un símbolo de esperanza entre los rascacielos.","Buzz Lightyear marchant à travers une ville futuriste, son costume de rangers de l'espace un symbole d'espoir parmi les gratte-ciel imposants.","Buzz Lightyear wandelt durch eine futuristische Stadt, sein Raumsoldatenumzug ist ein Symbol der Hoffnung unter den turmenden Wolkenkratzern.","Buzz Lightyear che si aggira per una città futuristica, il suo abito da space ranger simbolo di speranza tra i grattacieli imponenti.","Buzz Lightyear percorrendo uma cidade futurista, seu uniforme de ranger espacial um símbolo de esperança entre os arranha-céus altos.",8928
"Buzz Lightyear exploring a futuristic, high-tech laboratory on a space station, with scientists working in the background.","Buzz Lightyear explorando un laboratorio futurista y de alta tecnología en una estación espacial, con científicos trabajando en el fondo.","Buzz Lightyear explorant un laboratoire futuriste et hautement technologique sur une station spatiale, avec des scientifiques travaillant en arrière-plan.","Buzz Lightyear erkundet ein futuristisches, hochtechnologisches Laboratorium auf einem Raumfahrzeug, wobei Wissenschaftler im Hintergrund arbeiten.","Buzz Lightyear esplora un laboratorio futuristico, di alta tecnologia, su una stazione spaziale, con i scienziati al lavoro in secondo piano.","Buzz Lightyear explorando um laboratório futurista e de alta tecnologia em uma estação espacial, com cientistas trabalhando ao fundo.",6873
"A lone Buzz Lightyear astronaut walking through a desolate, barren wasteland on a distant planet.",Un astronauta Buzz Lightyear solitario caminando a través de un desolado y árido desierto en un planeta distante.,Un astronaute Buzz Lightyear solitaire marchant à travers un désert désolé et stérile sur une planète lointaine.,"Ein einsamer Buzz-Lightyear-Astronaut wandert durch eine öde, kahle Wüste auf einem fernen Planeten.",Un astronauta solitario Buzz Lightyear che cammina attraverso un deserto desolato e sterile su un pianeta distante.,Um único astronauta Buzz Lightyear caminhando por um deserto desolado e árido em um planeta distante.,3611
"Buzz Lightyear sits in a spaceship cockpit, his eyes fixed on a navigation display as he plots a course.","Buzz Lightyear se sienta en el cockpit de una nave espacial, sus ojos fijos en una pantalla de navegación mientras traza un curso.","Buzz Lightyear est assis dans la cabine d'un vaisseau spatial, les yeux fixés sur un affichage de navigation alors qu'il trame un itinéraire.","Buzz Lightyear sitzt in der Cockpit eines Raumschiffs, seine Augen sind auf eine Navigationsschaltfläche fixiert, während er einen Kurs plant.","Buzz Lightyear si siede alla guida di una capsula spaziale, i suoi occhi fissi su un display di navigazione mentre piana un percorso.","O Buzz Lightyear está sentado na cabine de comando de uma espaçonave, seus olhos fixos em um painel de navegação enquanto ele traça um curso.",7359
Buzz Lightyear standing heroically in front of a bright starry night sky with his laser blaster raised high.,Buzz Lightyear se encuentra heroicamente frente a un cielo nocturno estrellado brillante con su pistola láser levantada en alto.,Buzz Lightyear debout héroïquement devant un ciel nocturne étoilé brillant avec son blaster laser levé haut.,Buzz Lightyear steht heldenhaft vor einem helleren sternenklaren Nachthimmel mit seiner Laserblaster erhoben.,Buzz Lightyear in piedi eroicamente di fronte a uno splendido cielo stellato con il suo blaster laser sollevato in alto.,Buzz Lightyear se erguendo heroicamente na frente de um céu noturno estrelado brilhante com seu laser elevado ao alto.,9654
"Buzz Lightyear flying through a stormy sky, his space ranger suit buffeted by strong, whipping winds and stinging rain.","Buzz Lightyear volando a través de un cielo tormentoso, su traje de ranger espacial azotado por fuertes vientos y aguaceros picajosos.","Buzz Lightyear naviguant à travers un ciel orageux, son costume de rangers de l'espace secoué par des vents forts et des pluies grêleuses.","Buzz Lightyear fliegt durch einen stürmischen Himmel, sein Raumsoldatenumzug wird von starken, peitschenden Winden und stechendem Regen gepeitscht.","Buzz Lightyear che vola attraverso un cielo tempestoso, la sua tuta spaziale sballottata da forti e scuotenti venti e da pioggia pungevole.","Buzz Lightyear voando por um céu tempestuoso, seu uniforme de ranger espacial sacudido por fortes ventos açoitantes e chuva picante.",4557
Buzz Lightyear using his agility to dodge a hail of laser blasts from a group of space pirates.,Buzz Lightyear usando su agilidad para esquivar una lluvia de disparos láser de un grupo de piratas del espacio.,Buzz Lightyear utilisant sa rapidité et son agilité pour esquiver une pluie de tirs laser d'une bande de pirates de l'espace.,"Buzz Lightyear nutzt seine Agilität, um einem Hagel von Laserblitzen einer Gruppe von Raumpiraten auszuweichen.",Buzz Lightyear utilizza la sua agilità per evitare un diluvio di colpi laser da parte di un gruppo di pirati spaziali.,Buzz Lightyear utilizando sua agilidade para se esquivar de uma chuva de rajadas de laser de um grupo de piratas do espaço.,106
"Buzz Lightyear's style is a perfect blend of futuristic and sophisticated, his space suit a testament to his intelligence and skill.","El estilo de Buzz Lightyear es una mezcla perfecta de futurista y sofisticado, su traje espacial es testimonio de su inteligencia y habilidad.","Le style de Buzz Lightyear est un mélange parfait de futuriste et sophistiqué, son costume spatial un témoignage de son intelligence et de ses compétences.","Buzz Lightyears Stil ist eine perfekte Mischung aus futuristisch und sophisticated, seine Raumanzug ein Beweis für seine Intelligenz und Fähigkeit.","Lo stile di Buzz Lightyear è una perfetta combinazione di futuristico e sofisticato, la sua tuta spaziale è un testamento della sua intelligenza e abilità.","O estilo de Buzz Lightyear é uma perfeita mistura de futurista e sofisticado, seu capacete espacial é um testemunho de sua inteligência e habilidade.",2615
"A space ranger, Buzz Lightyear, leaps across a chasm, his jetpack firing in mid-air.","Un espacial, Buzz Lightyear, salta sobre un abismo, su paquete de cohete disparando en el aire.","Un espion spatial, Buzz Lightyear, saute au-dessus d'une gorge, son pack à réaction fonctionnant en plein air.","Ein Raumranger, Buzz Lightyear, springt über einen Abgrund, sein Jetpack feuert in der Luft ab.","Un ranger spaziale, Buzz Lightyear, salta su un abisso, con il suo jetpack che spara in aria.","Um agente espacial, Buzz Lightyear, salta sobre um abismo, seu foguete acelerador disparando no ar.",6924
"Buzz Lightyear standing on a sandy beach, looking out at a sleek, silver spaceship taking off into the distance.","Buzz Lightyear de pie en una playa arenosa, mirando hacia una aeronave de aluminio brillante que despega hacia la distancia.","Buzz Lightyear debout sur une plage sablonneuse, regardant vers l'horizon où un vaisseau spatial luisant et argenté s'élève dans la distance.","Buzz Lightyear steht auf einer sandigen Bucht, schaut in die Ferne zu, wie ein schneller, silberner Raumschiff abhebt.","Buzz Lightyear in piedi su una spiaggia di sabbia, che guarda verso un veloce e argenteo velivolo spaziale che decolla nella distanza.","Buzz Lightyear de pé em uma praia de areia, olhando para uma espaçonave de alumínio brilhante decolando na distância.",5574
"A beautiful shot of Buzz Lightyear standing in front of a stunning nebula, his space suit a tiny speck against the vastness of space.","Una hermosa toma de Buzz Lightyear parado frente a una impresionante nebulosa, su traje espacial es un pequeño punto en medio de la inmensidad del espacio.","Une belle prise de vue de Buzz Lightyear debout devant une nébuleuse époustouflante, son costume spatial n'est qu'un petit point face à l'immensité de l'espace.","Ein atemberaubendes Bild von Buzz Lightyear, der vor einem atemberaubenden Nebelwolkenkoma vorsteht, sein Raumanzug nur ein winziger Punkt gegen die Weite des Alls.","Un bello scatto di Buzz Lightyear che si trova di fronte ad una nebulosa spettacolare, la sua tuta spaziale è un minuscolo punto contro la vastità dello spazio.","Uma linda foto de Buzz Lightyear em pé diante de uma nebulosa impressionante, seu traje espacial uma pequena mancha contra a vastidão do espaço.",4552
"Buzz Lightyear's space ranger attire is depicted in a futuristic, neon-lit cityscape, with towering skyscrapers in the background.","El atuendo del espía espacial de Buzz Lightyear se muestra en una ciudad futurista y iluminada con neón, con rascacielos gigantes en el fondo.","L'attirail de space ranger de Buzz Lightyear est dépeint dans un paysage urbain futuriste éclairé en néon, avec des gratte-ciel impressionnants en arrière-plan.","Die Raumsoldatentracht von Buzz Lightyear wird in einem futuristischen, neonbeleuchteten Stadtpanorama dargestellt, mit im Hintergrund aufragenden Wolkenkratzern.","L'attrezzo dello spaziale Buzz Lightyear è rappresentato in una città futuristica, illuminata a neon, con grattacieli imponenti sullo sfondo.","O uniforme de space ranger de Buzz Lightyear é retratado em uma paisagem urbana futurística e iluminada a néon, com arranha-céus altos no fundo.",2547
"A weary Buzz Lightyear slumps against a control panel, his helmet tilted back.","Un cansado Buzz Lightyear se desploma contra un panel de control, su casco inclinado hacia atrás.","Un fatigué Buzz Lightyear s'affale contre un panneau de contrôle, son casque renversé en arrière.","Ein müder Buzz Lightyear lehnt sich an einen Steuerpult, sein Helm ist nach hinten geneigt.","Un stanco Buzz Lightyear si accascia contro un pannello di controllo, il suo casco inclinato all'indietro.","O cansado Buzz Lightyear se inclina contra um painel de controle, seu capacete inclinado para trás.",3527
"Buzz Lightyear's expression is one of calm focus as he stands on the edge of a cliff, overlooking a vast, alien landscape.","La expresión de Buzz Lightyear es una de calma y concentración mientras se encuentra en la orilla de un precipicio, observando un vasto paisaje alienígena.","L'expression de Buzz Lightyear est celle d'une concentration calme tandis qu'il se tient à l'extrémité d'un précipice, dominant un paysage alien vaste et impressionnant.","Buzz Lightyears Ausdruck ist einer der ruhigen Konzentration, als er auf der Kante eines Kliffs steht und einen weiten, außerirdischen Landschaften betrachtet.","L'espressione di Buzz Lightyear è una di calma concentrazione mentre si trova in cima a un dirupo, sovrastando un vasto paesaggio alieno.","A expressão de Buzz Lightyear é uma de foco calmo enquanto ele se encontra no limite de um penhasco, olhando para um vasto e inóspito cenário alienígena.",5514
"Buzz Lightyear, dressed in his space ranger suit, standing atop a massive, ancient temple on a mysterious alien world.","Buzz Lightyear, vestido con su traje de ranger espacial, parado en lo alto de un gigantesco y antiguo templo en un mundo alienígena misterioso.","Buzz Lightyear, vêtu de son costume de space ranger, debout sur un immense temple ancien d'une planète mystérieuse extraterrestre.","Buzz Lightyear, in seinem Raumsoldatenanzug gekleidet, steht auf einem riesigen, alten Tempel auf einem mysteriösen außerirdischen Planeten.","Buzz Lightyear, vestito con la sua tuta spaziale, in piedi sulla cima di un immenso, antico tempio in un mondo alieno misterioso.","Buzz Lightyear, vestido em seu uniforme de ranger espacial, parado no topo de uma imensa e antiga templo em um mundo alienígena misterioso.",1674
Buzz Lightyear standing heroically with his arms crossed and a confident smirk on his face.,Buzz Lightyear se muestra heroicamente con los brazos cruzados y una sonrisa confiada en su rostro.,"Buzz Lightyear se tient debout héroïquement, les bras croisés, et un sourire confiant sur le visage.",Buzz Lightyear steht heldenhaft mit den Armen verschränkt und einem selbstsicheren Grinsen auf seinem Gesicht.,Buzz Lightyear in posizione eroica con le braccia incrociate e un sorriso di fiducia sul volto.,Buzz Lightyear se posiciona heroicamente com os braços cruzados e um sorriso confiante no rosto.,1519
"A close-up of Buzz Lightyear's face, his eyes fixed intently on a target in space.","Una imagen de cerca de la cara de Buzz Lightyear, sus ojos fijos con intensidad en un objetivo en el espacio.","Un plan large de la face de Buzz Lightyear, ses yeux fixés intensément sur une cible dans l'espace.","Ein enges Bild von Buzz Lightyears Gesicht, seine Augen sind auf einen Ziel in Raum festgehalten.","Un primo piano della faccia di Buzz Lightyear, i suoi occhi fissi intensamente su un bersaglio nello spazio.","Uma imagem em close-up da face do Buzz Lightyear, seus olhos fixados intensamente em um alvo no espaço.",6224
Buzz Lightyear in a tense standoff with a group of robotic space pirates.,Buzz Lightyear en una tensa confrontación con un grupo de piratas espaciales robóticos.,Buzz Lightyear dans un affrontement tendu avec un groupe de pirates spatiaux robotiques.,Buzz Lightyear in einem spannungsgeladenen Konflikt mit einer Gruppe roboterischer Raumpiraten.,Buzz Lightyear in una situazione di stallo teso con un gruppo di pirati spaziali robotici.,Buzz Lightyear em uma tensa confrontação com um grupo de piratas espaciais robóticos.,1584
"Buzz Lightyear gazing out at a breathtaking starry night sky, his eyes filled with a sense of wonder and awe.","Buzz Lightyear mira hacia un cielo nocturno estrellado impresionante, sus ojos llenos de un sentido de asombro y admiración.","Buzz Lightyear contemple la nuit étoilée à couper le souffle, ses yeux remplis d'une sensation de merveille et d'admiration.","Buzz Lightyear starrt in die atemberaubende Sternennacht, seine Augen sind erfüllt von einem Gefühl der Verwunderung und Ehrfurcht.","Buzz Lightyear guarda fuori verso un cielo stellato mozzafiato, gli occhi pieni di un senso di meraviglia e ammirazione.","Buzz Lightyear olhando para um céu noturno estrelado deslumbrante, seus olhos cheios de um sentimento de maravilha e admiração.",5881
"Buzz Lightyear sitting on a bench, his head in his hands, looking dejected and sad.","Buzz Lightyear sentado en una banca, su cabeza entre las manos, mirando deprimido y triste.","Buzz Lightyear assis sur un banc, la tête entre les mains, ayant l'air déçu et triste.","Buzz Lightyear sitzt auf einer Bank, sein Kopf in den Händen, aussieht deprimiert und traurig.","Buzz Lightyear seduto su una panchina, la testa tra le mani, con un aspetto abbattuto e triste.","Buzz Lightyear sentado em uma bancada, a cabeça entre as mãos, olhando deprimido e triste.",5635
"Buzz Lightyear stands heroically in front of a massive, burning inferno on a hostile alien world.",Buzz Lightyear se encuentra heroicamente frente a un inmenso y ardiendo incendio en un mundo alienígena hostil.,Buzz Lightyear se tient héroïquement face à une immense et ardente conflagration sur un monde hostile d'aliens.,"Buzz Lightyear steht heldenhaft vor einem gewaltigen, brennenden Inferno auf einem feindseligen alienen Welt.","Buzz Lightyear si erge eroicamente davanti a un'enorme, incendiaria inferno su un mondo alieno ostile.",Buzz Lightyear está heroicamente em frente a um imenso incêndio em chamas em um mundo alienígena hostil.,9891
