noun,similarity
elvis,0.715
catholic,0.715
hegel,0.715
virgin,0.715
deep,0.7144
kitty,0.7144
colors,0.7144
mind,0.7144
pope,0.7144
unknown,0.7144
mam,0.7144
auden,0.7144
marti,0.7144
henry_viii,0.7144
potato,0.714
washington,0.714
soul,0.714
doggie,0.714
leonardo,0.714
stoic,0.714
pierre_auguste_renoir,0.7134
president,0.7134
pix,0.7134
wordsworth,0.7134
composition,0.7134
beethoven,0.7134
vas,0.7134
madame,0.7134
jefferson,0.713
friend,0.713
apple,0.713
mickey,0.713
leo,0.713
european,0.713
v.p.,0.713
photographic_material,0.713
montaigne,0.7124
hick,0.7124
kierkegaard,0.7124
michelangelo,0.7124
animal,0.7124
rene_descartes,0.7124
granny,0.7124
doctor,0.7124
right,0.712
albert_camus,0.712
self,0.712
france,0.712
batman,0.7114
bach,0.7114
ocean,0.7114
casquet,0.7114
albert_einstein,0.7114
shore,0.7114
painter,0.711
nan,0.711
tiglon,0.711
art,0.711
non-jew,0.711
todd,0.711
johnny_cash,0.711
vintage,0.711
planet,0.711
angel,0.711
abraham,0.711
fish,0.7104
pussly,0.7104
faquir,0.7104
antique,0.7104
tiger,0.7104
jean-paul_sartre,0.7104
noah,0.7104
vlaminck,0.7104
panting,0.7104
confucius,0.7104
good,0.7104
cat,0.7104
waffle,0.71
virus,0.71
virtual_image,0.71
aristotle,0.71
fauvist,0.71
pop,0.71
hod,0.71
son,0.7095
dr.,0.7095
deputy,0.7095
somewhere,0.7095
hugo,0.7095
stephen_hawking,0.7095
depth,0.7095
martin,0.7095
pictor,0.7095
abo,0.709
auguste_rodin,0.709
symbolist,0.709
bang,0.709
xavier,0.709
gas,0.709
danton,0.709
lovely,0.709
jansenist,0.709
leo_tolstoy,0.709
buddha,0.709
memory,0.7085
love,0.7085
theodore_roosevelt,0.7085
gean,0.7085
psycho,0.7085
august_von_wassermann,0.7085
nelson_mandela,0.7085
colours,0.7085
uncle,0.7085
father,0.7085
saint,0.7085
benjamin,0.7085
best,0.7085
vaux,0.708
gem,0.708
aunt,0.708
thomas_jefferson,0.708
abstractionism,0.708
goy,0.708
van_allen,0.708
jonson,0.7075
mulligan,0.7075
nobel,0.7075
fart,0.7075
world,0.7075
masterpiece,0.7075
bowie,0.7075
constable,0.7075
bohemian,0.7075
dorian,0.7075
professor,0.7075
feodor_dostoevsky,0.7075
joyce,0.707
marc,0.707
romantic,0.707
van_beethoven,0.707
galaxy,0.707
poet,0.707
virginia,0.7065
britches,0.7065
wold,0.7065
veggie,0.7065
muir,0.7065
sir,0.7065
nugget,0.7065
whole,0.7065
vibes,0.7065
belgian,0.7065
fellow,0.7065
eire,0.7065
saul,0.7065
inguen,0.7065
birch,0.7065
demon,0.706
visionary,0.706
john_lennon,0.706
neighbor,0.706
vouge,0.706
roosevelt,0.706
marquand,0.706
jacob,0.706
kaury,0.706
master,0.706
jacobi,0.7056
stranger,0.7056
personage,0.7056
color,0.7056
goethe,0.7056
geordie,0.7056
varment,0.7056
mann,0.7056
galen,0.7056
hals,0.7056
tsar,0.7056
piolet,0.7056
speed,0.7056
amish,0.7056
uuh,0.7056
spaghetti,0.7056
neil_armstrong,0.7056
levi,0.7056
goody,0.705
strauss,0.705
mush,0.705
skag,0.705
scientist,0.705
monnet,0.705
mao_zedong,0.705
mart,0.705
cheese,0.705
toter,0.705
fdr,0.705
bean,0.705
vitamin,0.705
poe,0.705
chekhov,0.705
flash,0.705
docent,0.705
sum,0.705
parent,0.7046
cager,0.7046
burthen,0.7046
humanity,0.7046
merl,0.7046
maiger,0.7046
elizabethan,0.7046
pasteur,0.7046
spock,0.7046
bug,0.7046
newton,0.7046
french,0.7046
abstracter,0.7046
thus,0.7046
bucolic,0.704
gouge,0.704
maigre,0.704
nut,0.704
bolshevik,0.704
marcel,0.704
vaunter,0.704
theist,0.704
tater,0.704
portraitist,0.704
self-portrait,0.704
dude,0.704
out-and-outer,0.704
nixon,0.704
brogan,0.704
specific,0.704
mark_twain,0.704
abstraction,0.704
way,0.704
country,0.704
pet,0.7036
bee,0.7036
entire,0.7036
christ,0.7036
old_man,0.7036
reaumur,0.7036
virginian,0.7036
woof,0.7036
mongol,0.7036
president_washington,0.7036
nicholas,0.7036
life,0.7036
inspiration,0.7036
mother,0.7036
ganof,0.703
light,0.703
anzac,0.703
marine,0.703
boy,0.703
stroke,0.703
conrad,0.703
pall,0.703
mathias,0.703
ralegh,0.703
bijou,0.703
art_object,0.703
acid,0.703
peg,0.703
engels,0.7026
victor_hugo,0.7026
cowboy,0.7026
welshman,0.7026
bush,0.7026
favorite,0.7026
forefather,0.7026
aussie,0.7026
vegan,0.7026
coeval,0.7026
patrick,0.7026
favourite,0.7026
detective,0.7026
astronaut,0.7026
jonathan,0.702
leger,0.702
commie,0.702
work_of_art,0.702
mango,0.702
jungian,0.702
john_muir,0.702
goof,0.702
electric,0.702
painting,0.702
wife,0.702
biggin,0.702
ham,0.7017
viands,0.7017
general,0.7017
place,0.7017
homeboy,0.7017
watt,0.7017
story,0.7017
technical,0.7017
vladimir_putin,0.7017
ingerman,0.7017
withe,0.7017
beecher,0.7017
lord,0.7017
velazquez,0.7017
bear,0.7017
potterer,0.7017
irishman,0.7017
lan,0.7017
munj,0.701
ambiance,0.701
relaxant,0.701
kent,0.701
tin,0.701
inh,0.701
guy,0.701
cow,0.701
rough,0.701
portrayal,0.701
lungen,0.701
officer,0.701
teach,0.701
sinatra,0.7007
tout,0.7007
fogey,0.7007
dylan,0.7007
shuck,0.7007
annualry,0.7007
boss,0.7007
grandparent,0.7007
martin_luther,0.7007
captain,0.7007
gallous,0.7
fyodor_dostoyevsky,0.7
cause,0.7
parroquet,0.7
doodle,0.7
wolf,0.7
cool,0.7
hansom,0.7
abbe,0.7
w.c.,0.7
marge,0.7
paries,0.7
noreg,0.7
viand,0.7
personal,0.7
anatomy,0.7
murillo,0.6997
brain,0.6997
moment,0.6997
galileo,0.6997
fet,0.6997
city,0.6997
jules_de_goncourt,0.6997
cubist,0.6997
parishioner,0.6997
castro,0.6997
gary,0.6997
aurelius,0.6997
hipster,0.6997
antiquity,0.6997
edo,0.6997
saint-saens,0.6997
poop,0.6997
american,0.6997
duck,0.6997
roman,0.6997
prefect,0.699
erivan,0.699
big_fish,0.699
yeats,0.699
idol,0.699
pistol,0.699
botanical,0.699
inge,0.699
valley,0.699
baruch,0.699
agua,0.699
mac,0.699
ernst,0.699
mum,0.699
teacher,0.699
brecht,0.699
lego,0.699
corot,0.699
introversion,0.699
mona,0.699
chintz,0.699
david,0.699
donne,0.699
consultant,0.699
calvin,0.699
housman,0.699
nucha,0.699
relative,0.6987
hop,0.6987
ben,0.6987
scotchman,0.6987
natural,0.6987
farmer,0.6987
fries,0.6987
nad,0.6987
machine,0.6987
guyot,0.6987
rat,0.6987
warp,0.6987
siouan,0.6987
humans,0.6987
genevan,0.6987
fucking,0.6987
paris,0.6987
genius,0.6987
namesake,0.6987
gramma,0.6987
stepson,0.6987
karl_scheele,0.6987
pony,0.6987
pooch,0.6987
father-figure,0.6987
archduke,0.698
positive,0.698
runch,0.698
nadir,0.698
movement,0.698
photographer,0.698
w.m.d.,0.698
sacque,0.698
scag,0.698
vegetable,0.698
content,0.698
honeybee,0.698
lover,0.698
archil,0.698
grotius,0.698
milcher,0.698
visual_system,0.698
fauve,0.698
ali,0.698
dainty,0.698
kelt,0.698
leyden,0.698
colour,0.698
lino,0.6978
solitude,0.6978
mushroom,0.6978
simenon,0.6978
squirrel,0.6978
simon,0.6978
butch,0.6978
cleg,0.6978
kid,0.6978
youth,0.6978
psychodid,0.6978
seascape,0.6978
neurotic,0.6978
passerby,0.6978
austen,0.6978
jakes,0.6978
jonah,0.6978
nast,0.6978
socialist,0.6978
grandaunt,0.6978
husband,0.6978
psyche,0.6978
hulk,0.6978
stepfather,0.6973
paunch,0.6973
arizona,0.6973
schizophrenic,0.6973
lawyer,0.6973
big_toe,0.6973
gentleman,0.6973
evert,0.6973
schiller,0.6973
kuhn,0.6973
polo,0.6973
barbu,0.6973
ancestor,0.6973
william_james,0.6973
worm,0.6973
goose,0.6973
bird,0.6973
midget,0.6973
granddad,0.6973
gaboriau,0.6973
nondescript,0.6973
rembrandt_van_rijn,0.6973
great-uncle,0.6973
pigeon,0.6973
john_tyler,0.6973
curet,0.6973
european_country,0.6973
plage,0.6973
angelique,0.6973
caravaggio,0.6973
scheele,0.697
monsignor,0.697
godel,0.697
lout,0.697
illinois,0.697
father_of_the_church,0.697
secernment,0.697
appalachian,0.697
juda,0.697
wilde,0.697
piggy,0.697
cazique,0.697
fice,0.697
merton,0.697
george_w._bush,0.697
fatty,0.697
child,0.697
ethyl,0.697
fake,0.697
pig,0.697
antiquarian,0.697
mozart,0.697
emile_coue,0.697
tennyson,0.697
fire,0.697
classic,0.697
pirate,0.6963
banjo,0.6963
gelding,0.6963
patient,0.6963
fuzz,0.6963
withers,0.6963
shamus,0.6963
tati,0.6963
great,0.6963
starets,0.6963
emperor,0.6963
wyatt,0.6963
nick,0.6963
tory,0.6963
delicious,0.6963
very_pistol,0.6963
manager,0.6963
biscuit,0.6963
oak,0.6963
chemical,0.6963
cither,0.6963
mccartney,0.6963
aaron,0.6963
margaret_thatcher,0.6963
owner,0.6963
excuse,0.6963
style,0.696
wagerer,0.696
wench,0.696
dean,0.696
serjeant,0.696
thibet,0.696
adam,0.696
brother,0.696
rodeo,0.696
englishman,0.696
weston,0.696
salientian,0.696
hasid,0.696
yeddo,0.696
file,0.696
revolutionary,0.696
dutchman,0.696
arguer,0.696
fancier,0.696
ganja,0.696
lucas,0.696
waggoner,0.696
nit,0.696
cam,0.696
whore,0.696
augustine,0.696
big_h,0.696
truman,0.696
peter,0.696
destiny,0.696
organic,0.696
heartthrob,0.696
abstractionist,0.696
wooer,0.696
associate,0.6953
mary,0.6953
honey,0.6953
coaxer,0.6953
tuna,0.6953
mouse,0.6953
photographic_print,0.6953
vanern,0.6953
fyodor_mikhailovich_dostoevsky,0.6953
morceau,0.6953
alternate,0.6953
rothschild,0.6953
witch,0.6953
canuck,0.6953
nasion,0.6953
asian,0.6953
potter,0.6953
joshua,0.6953
wyler,0.6953
husky,0.6953
allantois,0.6953
tare,0.6953
alb,0.6953
verner,0.6953
landscapist,0.6953
europe,0.6953
urban_v,0.6953
dylan_thomas,0.6953
photographic_camera,0.6953
audiovisual,0.6953
kitsch,0.6953
monkey,0.6953
netherlands,0.6953
idahoan,0.6953
rodent,0.6953
sea,0.6953
dud,0.6953
algin,0.6953
hippy,0.695
jag,0.695
telephotograph,0.695
deceased,0.695
south,0.695
dag,0.695
melville,0.695
emanation,0.695
germany,0.695
beguine,0.695
coign,0.695
ibsen,0.695
object,0.695
karl_von_frisch,0.695
pickle,0.695
mahan,0.695
culture,0.695
yagi,0.695
maar,0.695
president_bush,0.695
sociologist,0.695
napoleon_i,0.695
hymie,0.695
antony,0.695
patrician,0.695
bay,0.695
woollen,0.695
wats,0.695
sheriff,0.695
virgo,0.695
user,0.695
argil,0.695
ostwald,0.695
carrere,0.695
rani,0.695
ma'am,0.6943
ferdinand_v,0.6943
dearest,0.6943
shammer,0.6943
chaplin,0.6943
labour,0.6943
neurasthenic,0.6943
tai,0.6943
walter_raleigh,0.6943
unguent,0.6943
egocentric,0.6943
squirt,0.6943
dopamine,0.6943
humor,0.6943
banana,0.6943
arthur,0.6943
muazzin,0.6943
fidel_castro,0.6943
man-of-the-earth,0.6943
philip,0.6943
boeuf,0.6943
land,0.6943
fiancee,0.6943
robert,0.6943
sushi,0.6943
vilno,0.6943
oil_paint,0.6943
church,0.6943
waker,0.6943
ancient,0.6943
creep,0.6943
seism,0.6943
ylem,0.6943
pieter_brueghel,0.6943
texan,0.694
steffens,0.694
shark,0.694
towny,0.694
pyle,0.694
wayne,0.694
zen,0.694
almond,0.694
kiley,0.694
dog,0.694
ginger,0.694
lasher,0.694
lagune,0.694
fighter,0.694
countryside,0.694
missus,0.694
tractor,0.694
dogy,0.694
flitch,0.694
short,0.694
jacobs,0.694
demulen,0.694
mantell,0.694
inhabitant,0.694
shotgun,0.694
shute,0.694
christian,0.694
peanut_butter,0.694
dacron,0.694
face,0.694
john,0.6934
gonif,0.6934
pauper,0.6934
athodyd,0.6934
devon,0.6934
mat,0.6934
art_critic,0.6934
outside,0.6934
msh,0.6934
mortal,0.6934
wince,0.6934
potential,0.6934
moulter,0.6934
abstract_art,0.6934
ianfu,0.6934
delacroix,0.6934
pioneer,0.6934
gorki,0.6934
camus,0.6934
vicar,0.6934
vila,0.6934
paris_daisy,0.6934
lucy,0.6934
australian,0.6934
tooshie,0.693
guck,0.693
grandad,0.693
edmond_malone,0.693
baby,0.693
keynes,0.693
hyson,0.693
pantheist,0.693
tawney,0.693
molter,0.693
madam,0.693
tolstoy,0.693
tole,0.693
hendrix,0.693
marqueterie,0.693
bones,0.693
santa,0.693
pauli,0.693
ivan_iii,0.693
henry_david_thoreau,0.693
elgar,0.693
ex-husband,0.693
kaki,0.693
taxi,0.693
marxist,0.693
artist's_model,0.693
ivan_iv,0.693
tony_blair,0.693
brunet,0.693
sartor,0.693
dayan,0.693
wifi,0.693
heart,0.693
wuss,0.693
adman,0.693
snoop,0.693
papa,0.693
chateau,0.693
matthew,0.693
timothy_francis_leary,0.693
prof,0.693
bonce,0.693
brick,0.693
movie,0.693
von_sternberg,0.6924
stanton,0.6924
beloved,0.6924
sugar_corn,0.6924
psychopath,0.6924
bryan,0.6924
czar,0.6924
high,0.6924
chinaman,0.6924
willis,0.6924
beginning,0.6924
king,0.6924
cant,0.6924
huguenot,0.6924
figure,0.6924
camouflage,0.6924
israel,0.6924
max,0.6924
duchy,0.6924
fungus,0.6924
clam,0.6924
vino,0.6924
congener,0.6924
ivanov,0.6924
milton,0.6924
granddaddy,0.6924
bill_gates,0.6924
bestower,0.6924
catch,0.6924
psychotic,0.6924
day,0.6924
physic,0.6924
marstan,0.6924
inger,0.6924
andrew,0.6924
sage,0.6924
johnny,0.6924
peach,0.6924
psychic,0.6924
micheas,0.6924
dubya,0.6924
rotter,0.6924
macho,0.6924
das,0.6924
blair,0.6924
dinosaur,0.6924
whiskey,0.6924
owen,0.6924
shim,0.6924
andre_gide,0.692
welsh,0.692
good_person,0.692
auntie,0.692
fairy,0.692
freudian,0.692
arthur_marx,0.692
sam,0.692
invar,0.692
cornea,0.692
cousin-german,0.692
finger_paint,0.692
weirdo,0.692
philosophizer,0.692
dada,0.692
indian,0.692
