noun,similarity
donne,0.7754
heyse,0.7754
nark,0.7754
silvex,0.7754
ramus,0.7754
conrad,0.7754
scute,0.7754
miscreant,0.7754
hus,0.7754
lemon,0.7754
demander,0.7754
binger,0.7754
antony,0.7754
cadger,0.7754
rebel,0.7754
bass,0.7754
shimmy,0.775
bronc,0.775
henry,0.775
homosexual,0.775
nasion,0.775
blaze,0.775
turnip,0.775
jak,0.775
bit,0.775
spud,0.775
benjamin,0.775
feline,0.775
spirit,0.775
denizen,0.775
brier,0.775
anthony,0.775
snead,0.775
frog,0.775
tati,0.775
uuh,0.775
jenny,0.775
lally,0.775
houseguest,0.775
abbe,0.775
coyote,0.775
fool,0.775
whatnot,0.775
cop,0.775
sprat,0.775
dude,0.775
witch,0.775
soldier,0.7744
canadian,0.7744
ganof,0.7744
pisser,0.7744
mack,0.7744
onion,0.7744
original,0.7744
slammer,0.7744
dixie,0.7744
prude,0.7744
olive,0.7744
crispin,0.7744
android,0.7744
fice,0.7744
jensen,0.7744
sooner,0.7744
sheikh,0.7744
hip,0.7744
oliver,0.7744
saame,0.7744
semi-abstraction,0.7744
hugo,0.7744
algin,0.7744
graver,0.774
day,0.774
jack,0.774
melchior,0.774
calx,0.774
stephen,0.774
speed_demon,0.774
mitchell,0.774
somerset,0.774
scpo,0.774
sorus,0.774
eponymy,0.774
choo-choo,0.774
spencer,0.774
neurasthenic,0.774
porkchop,0.774
greco,0.774
sharpy,0.774
stinter,0.774
transport,0.774
sarah,0.774
jones,0.774
galen,0.774
surroundings,0.774
frenchman,0.7734
valley,0.7734
tec,0.7734
susah,0.7734
thespian,0.7734
moron,0.7734
towny,0.7734
noncom,0.7734
charity,0.7734
raccoon,0.7734
star,0.7734
tiglon,0.7734
nut,0.7734
landscape,0.7734
tank,0.7734
socialist,0.7734
bennet,0.7734
juda,0.7734
honey,0.7734
sandril,0.7734
speedway,0.7734
schizophrenic,0.7734
graphic,0.7734
brush_wolf,0.7734
pip,0.7734
zombi,0.7734
runner,0.773
baptist,0.773
ige,0.773
born,0.773
cherry,0.773
world,0.773
cinnamon,0.773
damon,0.773
garret,0.773
wilde,0.773
fairy,0.773
nugget,0.773
baboo,0.773
eldest,0.773
wayne,0.773
common_raccoon,0.773
gill,0.773
deb,0.773
submitter,0.773
local,0.773
entric,0.773
gillie,0.773
master,0.773
wade,0.773
seidel,0.773
syndic,0.773
skyrocket,0.773
tipster,0.773
major,0.7725
hamburger,0.7725
mathias,0.7725
crud,0.7725
mark,0.7725
a.e.,0.7725
elam,0.7725
earthling,0.7725
edward,0.7725
czarina,0.7725
porker,0.7725
hame,0.7725
coconut,0.7725
motorist,0.7725
rya,0.7725
cali,0.7725
cither,0.7725
toad,0.7725
east,0.7725
horse,0.7725
chat,0.7725
whore,0.7725
crupper,0.7725
mac,0.7725
parishioner,0.7725
amir,0.7725
kinin,0.7725
cap,0.7725
tor,0.7725
tricker,0.7725
fogey,0.7725
sire,0.7725
radio,0.7725
nickel,0.7725
christopher,0.772
bird,0.772
beany,0.772
rabbit,0.772
bacon,0.772
wally,0.772
bondman,0.772
softie,0.772
fancier,0.772
girl,0.772
brim,0.772
style,0.772
blueberry,0.772
hippy,0.772
scourge_of_the_gods,0.772
molly,0.772
officer,0.772
runch,0.772
snob,0.772
sharer,0.772
mam,0.772
styron,0.772
organic,0.772
flory,0.772
jassid,0.772
french,0.772
meeter,0.772
sth,0.772
salomon,0.772
chuck,0.772
thomas,0.772
grand,0.772
rachet,0.772
donkey,0.772
timothy,0.772
dibble,0.772
vibes,0.772
socialite,0.772
seb,0.7715
adrian,0.7715
penguin,0.7715
bowie,0.7715
mach,0.7715
alky,0.7715
tin,0.7715
consultant,0.7715
homo,0.7715
steffens,0.7715
lenard,0.7715
rowel,0.7715
groover,0.7715
zany,0.7715
radical,0.7715
whiskers,0.7715
swift,0.7715
juice,0.7715
allantois,0.7715
bear,0.7715
jefferson,0.7715
thus,0.7715
coon,0.7715
grindle,0.7715
rocker,0.7715
queer,0.7715
chase,0.7715
phase,0.7715
wise,0.7715
sonny_boy,0.7715
sassaby,0.7715
spall,0.7715
perfecter,0.7715
grandson,0.7715
true_toad,0.7715
nobel,0.7715
acyl,0.7715
bubble,0.7715
athodyd,0.7715
garb,0.7715
ginger,0.7715
gib,0.7715
hobble,0.771
nature,0.771
premie,0.771
apex,0.771
ditch,0.771
hawk,0.771
kent,0.771
tutelo,0.771
paries,0.771
uncle,0.771
caesar,0.771
briton,0.771
moment,0.771
jowett,0.771
blue,0.771
orpin,0.771
fiend,0.771
grandee,0.771
madam,0.771
toughie,0.771
companion,0.771
scout,0.771
chilling,0.771
waif,0.7705
pirate,0.7705
tawney,0.7705
striker,0.7705
haldol,0.7705
alternate,0.7705
erica,0.7705
king_cobra,0.7705
natural,0.7705
trick,0.7705
lame,0.7705
better,0.7705
rule,0.7705
stopes,0.7705
hackbut,0.7705
java,0.7705
chomp,0.7705
clay,0.7705
bean,0.7705
cricket,0.7705
kaury,0.7705
sun,0.7705
arc,0.7705
wats,0.7705
stoic,0.7705
nicad,0.7705
second,0.7705
ratlin,0.7705
shmo,0.7705
serkin,0.77
swage,0.77
tare,0.77
boche,0.77
bairn,0.77
parr,0.77
hunt,0.77
colonel,0.77
boomer,0.77
annualry,0.77
idol,0.77
suit,0.77
lingerer,0.77
simpson,0.77
pock,0.77
shanty,0.77
mind,0.77
thrip,0.77
sorcerer,0.77
v.p.,0.77
greisen,0.77
electric_pig,0.77
donee,0.77
kirsch,0.77
amateur,0.77
marstan,0.77
skilly,0.77
sniffer,0.77
fig,0.77
fancy_man,0.7695
cheeseburger,0.7695
prelone,0.7695
quinone,0.7695
dais,0.7695
fighter,0.7695
rat_cheese,0.7695
man-of-the-earth,0.7695
toy,0.7695
bozo,0.7695
ness,0.7695
neighbor,0.7695
boom,0.7695
dragger,0.7695
zaman,0.7695
tsine,0.7695
graham,0.7695
body,0.7695
landman,0.7695
ramie,0.7695
glen,0.7695
second-rater,0.7695
sneaker,0.7695
nicholas,0.7695
trave,0.7695
stiff,0.7695
fitter,0.7695
munj,0.7695
see,0.7695
bruce,0.7695
twiner,0.7695
comedian,0.7695
diamond,0.7695
georgette,0.7695
nonsense,0.7695
seta,0.7695
belch,0.7695
milo,0.7695
wearer,0.7695
ben,0.7695
good_person,0.7695
devon,0.7695
philip,0.7695
adolescent,0.769
father-figure,0.769
wtv,0.769
preteen,0.769
great-uncle,0.769
ganef,0.769
squirmer,0.769
whoreson,0.769
jamison,0.769
lino,0.769
descendent,0.769
eagle,0.769
sherry,0.769
shallon,0.769
tractor,0.769
khios,0.769
murphy,0.769
fat,0.769
thomas_bradley,0.769
elia,0.769
slugger,0.769
criminal,0.769
minor,0.769
ezechiel,0.769
missis,0.769
fetter,0.769
yobbo,0.769
serjeant,0.769
pope,0.769
mom,0.769
tater,0.769
girl_scout,0.769
abila,0.769
skim,0.769
junior,0.769
buhl,0.769
nazi,0.769
dominic,0.769
tamm,0.769
proponent,0.769
zill,0.769
cross,0.769
tither,0.769
aken,0.769
titus,0.769
