noun,similarity
retard,0.709
great,0.709
cat_shark,0.7085
relative,0.7085
fellow_member,0.7085
wolverine,0.7085
suck,0.7085
christ,0.7085
composition,0.7085
fur,0.7085
beach,0.7085
bus,0.7085
german,0.7085
prison,0.7085
cuban_sandwich,0.7085
monkey_dog,0.7085
planet,0.7085
philip,0.7085
amateur,0.7085
electric_eye,0.708
gold,0.708
tyler,0.708
flower,0.708
pirate,0.708
nucha,0.708
doctor,0.708
husky,0.708
lung,0.708
link,0.708
snail,0.708
mountain,0.708
air,0.708
daddy,0.708
character,0.708
edible_banana,0.708
giraffe,0.708
sushi,0.708
uncle,0.708
mother_fucker,0.708
drug,0.708
trip,0.708
weed,0.708
a.e.,0.708
asia,0.708
aquatic,0.708
sam,0.7075
small_person,0.7075
piss,0.7075
area,0.7075
sergeant,0.7075
shotgun,0.7075
favorite,0.7075
polo,0.7075
indian,0.7075
moon,0.7075
rock,0.7075
telingo_potato,0.7075
beanie,0.7075
style,0.7075
patient,0.7075
abila,0.707
fake,0.707
arthur,0.707
farm,0.707
broccoli,0.707
socialist,0.707
story,0.707
nicholas,0.707
high,0.707
teddy,0.707
vitamin,0.707
ananas,0.707
house_cat,0.707
fat_cat,0.707
adam,0.707
elvis,0.707
piggy_bank,0.707
spot,0.707
antique,0.707
sunshine,0.707
skeleton,0.707
great_dog,0.707
one_shot,0.707
dumpling,0.707
natural,0.707
lord,0.7065
potato_moth,0.7065
middle,0.7065
civilian,0.7065
old_man,0.7065
primate,0.7065
island,0.7065
structure,0.7065
blood,0.7065
peach_bell,0.7065
innocent,0.7065
mustard,0.7065
favourite,0.7065
sister,0.7065
two,0.7065
young_person,0.7065
churl,0.706
sulfur,0.706
prof,0.706
short,0.706
banjo,0.706
orange_juice,0.706
milk_can,0.706
sloth,0.706
lady,0.706
joseph_stalin,0.706
cam,0.706
bestower,0.706
flesh,0.706
pinky,0.706
sessions,0.706
pissis,0.706
grave,0.706
tree,0.706
candy_corn,0.706
champ,0.706
whale,0.706
preteen,0.706
dickybird,0.706
cigarette,0.706
sum,0.706
macaroni_and_cheese,0.706
captain,0.7056
prophyll,0.7056
mat,0.7056
special,0.7056
bijou,0.7056
joker,0.7056
black_person,0.7056
lay-by,0.7056
american,0.7056
beat,0.7056
cool,0.7056
donut,0.7056
dead_person,0.7056
dog_do,0.7056
comrade,0.7056
abetter,0.7056
true_cat,0.7056
step,0.7056
adolf_hitler,0.7056
crab,0.705
ogre,0.705
biscuit,0.705
church_mouse,0.705
environment,0.705
head,0.705
momma,0.705
officer,0.705
mitchell,0.705
lizard,0.705
paladin,0.705
first,0.705
blonde,0.705
inhabitant,0.705
grandchild,0.7046
true_toad,0.7046
design,0.7046
valley,0.7046
charge,0.7046
use,0.7046
potassium,0.7046
asshole,0.7046
pizza,0.7046
archil,0.7046
yeller,0.7046
adolescent,0.7046
fulah,0.7046
weapon,0.7046
seconal,0.7046
ben,0.7046
property,0.7046
shape,0.7046
housing,0.7046
popcorn,0.7046
dogy,0.704
namesake,0.704
pooh-bah,0.704
selection,0.704
sex_kitten,0.704
cheek,0.704
gay,0.704
skull,0.704
granny,0.704
toughie,0.704
genevan,0.704
potter,0.704
thomas,0.704
robin,0.7036
mispickel,0.7036
minocin,0.7036
alcoholic,0.7036
golden_boy,0.7036
hymie,0.7036
ant,0.7036
techie,0.7036
pop,0.7036
item,0.7036
cookie,0.7036
black,0.7036
depicted_object,0.7036
iron_man,0.7036
nick,0.7036
attack_dog,0.7036
yellow_hornet,0.7036
tee,0.7036
taylor,0.7036
teen,0.703
g-man,0.703
bike,0.703
chili_dog,0.703
panda_bear,0.703
fat_person,0.703
gelding,0.703
v.p.,0.703
raccoon_fox,0.703
chat,0.703
fuckup,0.703
pixy,0.703
bruce,0.703
koala_bear,0.703
graphic,0.703
pork-fish,0.703
zombie,0.703
goose,0.703
whoreson,0.7026
machine,0.7026
george_bush,0.7026
shmuck,0.7026
truck,0.7026
radiation,0.7026
pea,0.7026
royal,0.7026
force,0.7026
has-been,0.7026
madonna,0.7026
love,0.7026
pattern,0.7026
sharer,0.7026
galbulus,0.7026
banana_peel,0.7026
cycle,0.7026
sunflower,0.7026
number,0.7026
phallus,0.7026
olive,0.7026
lemonade_mix,0.7026
german_bee,0.702
yellow_peril,0.702
jack,0.702
wife,0.702
excuse,0.702
small,0.702
fly,0.702
suit,0.702
office,0.702
visible_light,0.702
snowman,0.702
coyote,0.702
photographic_material,0.702
fallout,0.702
drunk,0.702
better,0.702
daughter,0.702
skank,0.702
dichloride,0.702
vintage,0.702
predator,0.702
test,0.702
vegetarian,0.702
chit,0.702
ant_cow,0.7017
last,0.7017
pick-me-up,0.7017
gallous,0.7017
daffodil,0.7017
gem,0.7017
volcano,0.7017
mutant,0.7017
chief,0.7017
peludo,0.7017
magic_mushroom,0.7017
holy,0.7017
chinch,0.7017
open,0.7017
destination,0.7017
schoolfellow,0.7017
young_man,0.7017
youth,0.7017
banana_quit,0.7017
chaldee,0.7017
chichi,0.7017
kiss,0.7017
rat_cheese,0.7017
ney,0.7017
feature,0.7017
niece,0.7017
sailboat,0.7017
lobster,0.7017
world,0.7017
turd,0.7017
japanese_banana,0.701
lettuce,0.701
location,0.701
premie,0.701
nitwit,0.701
billy,0.701
father,0.701
bill,0.701
trout,0.701
chub,0.701
special_k,0.701
scenery,0.701
sumach,0.701
back_breaker,0.701
ship,0.701
spick,0.701
shit,0.701
hero,0.701
corvette,0.701
little_bear,0.701
wank,0.701
deputy,0.701
breathing,0.701
refugee,0.701
brain,0.701
jordan,0.701
ali,0.701
local,0.7007
pinch,0.7007
hotel,0.7007
wade,0.7007
abstraction,0.7007
individual,0.7007
cowboy,0.7007
felon,0.7007
fart,0.7007
papa,0.7007
tank,0.7007
omelette,0.7007
presence,0.7007
outdoors,0.7007
christopher,0.7007
white_person,0.7007
snoop,0.7007
sweet_lemon,0.7007
soul,0.7007
house_mouse,0.7007
vas,0.7007
beloved,0.7007
fipple,0.7007
coke,0.7007
sea,0.7007
bee_beetle,0.7007
guy,0.7007
hip,0.7007
animal_black,0.7007
todd,0.7
steak,0.7
oliver,0.7
toe,0.7
geordie,0.7
electronic_image,0.7
choke,0.7
common_raccoon,0.7
yellow_bass,0.7
kaury,0.7
shallon,0.7
clock,0.7
file,0.7
star,0.7
victim,0.7
maximum,0.7
george,0.7
aphakic,0.7
butterball,0.7
fungus,0.7
peeress,0.7
xavier,0.7
country,0.7
stepson,0.7
peach_bells,0.7
hippy,0.7
shore,0.7
gorilla_gorilla,0.7
pepper,0.7
porkchop,0.6997
size,0.6997
black_panther,0.6997
khan,0.6997
weirdie,0.6997
background,0.6997
out-and-outer,0.6997
robot,0.6997
martin,0.6997
cucumber,0.6997
hospital,0.6997
ape,0.6997
luke,0.6997
whisky,0.6997
little_girl,0.6997
pall,0.6997
spock,0.6997
milton,0.6997
titty,0.6997
sea_turtle,0.6997
venom,0.6997
jerker,0.6997
teach,0.6997
ant_bear,0.6997
liberal,0.6997
japanese,0.699
rapper,0.699
loser,0.699
low,0.699
arnold,0.699
kiwi,0.699
sneak,0.699
roadside,0.699
apomict,0.699
storm,0.699
holy_man,0.699
sheeny,0.699
shittah,0.699
general,0.699
sheep_frog,0.699
wave,0.699
black_bear,0.699
tater,0.699
mariposa,0.699
oriental,0.699
ariana,0.699
don't-know,0.699
cows,0.699
spunk,0.699
andrew,0.699
material,0.699
sissy,0.699
saint,0.699
race,0.699
schlock,0.699
wind,0.699
residence,0.699
chang,0.6987
genitals,0.6987
holibut,0.6987
village,0.6987
chump,0.6987
richardson,0.6987
alternate,0.6987
guck,0.6987
forest,0.6987
mann,0.6987
plant_life,0.6987
titbit,0.6987
hackbut,0.6987
killer,0.6987
goat,0.6987
architecture,0.6987
crazy,0.6987
competitor,0.6987
queer_duck,0.6987
snow,0.6987
burrito,0.6987
puku,0.6987
thomas_bradley,0.6987
energy,0.6987
robert,0.6987
chou,0.6987
whiskers,0.6987
michael_jackson,0.6987
ancient,0.6987
pork_sausage,0.6987
guacamole,0.698
psycho,0.698
third,0.698
marks,0.698
popsicle,0.698
hit,0.698
daniel,0.698
european_rabbit,0.698
space,0.698
hippie,0.698
yellow_jacket,0.698
switch,0.698
mayonnaise,0.698
male_horse,0.698
ridgel,0.698
lemon_oil,0.698
willis,0.698
parrot,0.698
little_dog,0.698
mail,0.698
piece_of_material,0.698
chilling,0.698
maha,0.698
racehorse,0.698
pina_colada,0.698
weather,0.698
vodka,0.698
pauper,0.698
bastard,0.698
corgi,0.698
scientist,0.698
simple_fruit,0.698
lightbulb,0.698
buddy,0.698
castle,0.698
knockoff,0.698
young_girl,0.698
water_lemon,0.698
nut,0.698
marsupial_mouse,0.6978
funny_house,0.6978
monochrome,0.6978
milk_cow,0.6978
jail,0.6978
plasma,0.6978
punk,0.6978
msh,0.6978
chico,0.6978
plower,0.6978
c._h._best,0.6978
foreground,0.6978
angle,0.6978
bass,0.6978
deli,0.6978
navajo,0.6978
