noun,similarity
doofus,0.7666
letch,0.7666
mayer,0.7666
gentile,0.7666
shepherd,0.766
emperor,0.766
magnifico,0.766
hudson,0.766
cap,0.766
dog,0.766
unknown,0.766
robert,0.766
mari,0.766
spook,0.766
scooter,0.766
buck,0.766
shim,0.766
noble,0.766
carlos,0.766
cooly,0.766
toby,0.766
gator,0.766
mom,0.7656
roman,0.7656
toad,0.7656
maxwell,0.7656
birretta,0.7656
murdoch,0.7656
nigga,0.7656
allen,0.7656
terry,0.7656
short,0.7656
berretta,0.7656
michelangelo,0.7656
stanton,0.7656
gallous,0.7656
lungen,0.7656
herbert,0.765
schnabel,0.765
hunt,0.765
moody,0.765
haick,0.765
unguis,0.765
lieutenant,0.765
sergeant,0.765
italian,0.765
ali,0.765
marx,0.765
lipmann,0.765
murray,0.7646
premie,0.7646
castro,0.7646
wally,0.7646
patrick,0.7646
niggler,0.7646
maxzide,0.7646
bitch,0.7646
taco,0.7646
meredith,0.7646
joseph_stalin,0.7646
sartor,0.764
gad,0.764
marley,0.764
kirk,0.764
brother,0.764
welsher,0.764
earl,0.764
shawny,0.7637
pauli,0.7637
molly,0.7637
barker,0.7637
fulah,0.7637
cattalo,0.763
pierre,0.763
scout,0.763
hymie,0.763
holmes,0.763
uuh,0.763
mart,0.763
cladophyll,0.763
koch,0.763
kidd,0.763
lambert,0.763
brooks,0.763
des,0.763
bennett,0.763
frazer,0.7627
lemon,0.7627
kid,0.7627
chico,0.7627
apple,0.7627
sherry,0.7627
farmer,0.7627
sheeny,0.7627
lovell,0.7627
jet,0.7627
cowboy,0.7627
gluck,0.7627
henry,0.7627
anouilh,0.762
cam,0.762
noah,0.762
frye,0.762
mayor,0.762
lydia,0.762
fisher,0.762
owen,0.762
lasher,0.762
weston,0.762
russell,0.762
cartwright,0.762
ness,0.762
joshua,0.762
basso,0.762
filago,0.762
brady,0.7617
bishop,0.7617
maxi,0.7617
dick,0.7617
veggie,0.7617
sissu,0.7617
linksman,0.7617
moose,0.7617
icaco,0.7617
aurelius,0.7617
trucker,0.7617
nates,0.7617
campbell,0.7617
davis,0.7617
subject,0.761
fugleman,0.761
bell,0.761
williams,0.761
wilder,0.761
seth,0.761
doggy,0.761
sendee,0.761
joliot,0.761
bull,0.7607
motherfucker,0.7607
amos,0.7607
yobbo,0.7607
joel,0.7607
andrews,0.7607
carpenter,0.7607
limper,0.7607
anderson,0.7607
contadino,0.7607
mother,0.7603
collins,0.7603
rip,0.7603
homeboy,0.7603
cody,0.7603
tin,0.7603
sage,0.7603
drew,0.7603
laddie,0.7603
cookie,0.7603
doodle,0.7603
clay,0.7603
guarnieri,0.7603
brad,0.7603
tank,0.7603
president,0.76
drosky,0.76
shaw,0.76
howard,0.76
herr,0.76
imam,0.76
dale,0.76
arthur,0.76
benni,0.76
ranger,0.76
pontifex,0.76
strauss,0.76
biddy,0.76
marc,0.76
dean,0.76
rush,0.76
haschisch,0.76
moro,0.7593
officer,0.7593
jassid,0.7593
jefferson,0.7593
dr.,0.7593
luther,0.7593
master,0.7593
wade,0.7593
muir,0.7593
bugger,0.7593
boehm,0.7593
schmidt,0.7593
mouse,0.7593
ingerman,0.7593
hamilton,0.7593
borgia,0.7593
sheikh,0.7593
beanie,0.7593
shell,0.759
digs,0.759
lyly,0.759
self-portrait,0.759
mama,0.759
jesus,0.759
lyrist,0.759
ridge,0.759
fogey,0.759
courlan,0.759
duncan,0.759
fox,0.759
teddy,0.759
snuff,0.759
benjamin,0.759
john_l._lewis,0.759
leader,0.759
morgan,0.759
gilbert,0.759
gem,0.759
somebody,0.759
erin,0.759
raphael,0.759
ingrian,0.759
south,0.759
ley,0.7583
looney,0.7583
bruno,0.7583
comrade,0.7583
ganja,0.7583
narrator,0.7583
webb,0.7583
uncle,0.7583
dante,0.7583
linsey-woolsey,0.7583
milo,0.7583
pipage,0.7583
georgette,0.7583
turtle,0.7583
lagune,0.7583
hitchiti,0.7583
nigger,0.7583
ghost,0.758
warden,0.758
squirmer,0.758
ledbetter,0.758
tucker,0.758
withers,0.758
hank,0.758
user,0.758
miner,0.758
wilson,0.758
smalley,0.758
major,0.758
dogy,0.758
attilio,0.7573
gizeh,0.7573
sherlock,0.7573
tracy,0.7573
trip,0.7573
dud,0.7573
nicholas,0.7573
seidel,0.7573
austen,0.7573
blair,0.7573
mathias,0.7573
father-figure,0.7573
guib,0.7573
sissy,0.7573
hippie,0.757
doyly,0.757
walker,0.757
pop,0.757
boeuf,0.757
trump,0.757
self,0.757
paul,0.757
frederick,0.757
william_augustus,0.757
elia,0.757
byrnie,0.757
bug,0.7563
leonard,0.7563
ninny,0.7563
basil,0.7563
bailey,0.7563
spick,0.7563
lorenz,0.7563
nan,0.7563
potato,0.7563
parr,0.7563
virino,0.7563
geordie,0.7563
agnathan,0.7563
fuller,0.7563
nelson,0.7563
miller,0.7563
wheeler,0.7563
dominique,0.7563
leo_the_great,0.7563
candy,0.7563
poncho,0.7563
finch,0.756
franco,0.756
elvis,0.756
aaron,0.756
gee-gee,0.756
pea,0.756
milcher,0.756
arguer,0.756
grandma,0.756
lucifer,0.756
prince,0.756
marcel,0.756
trace,0.756
marquise,0.756
l-p,0.756
shittah,0.756
blank,0.756
coop,0.756
langlaufer,0.756
parsons,0.756
tati,0.756
ganef,0.7554
hallah,0.7554
rogers,0.7554
padrone,0.7554
sugar,0.7554
francis_joseph,0.7554
doggie,0.7554
lawman,0.7554
french,0.7554
kuhn,0.7554
g-man,0.7554
bonbon,0.7554
rutledge,0.7554
grandpa,0.7554
hop,0.7554
nugget,0.7554
premier,0.7554
richards,0.7554
husband,0.7554
roberts,0.7554
reid,0.7554
touter,0.7554
leo_i,0.7554
tuck,0.755
turk,0.755
carson,0.755
nagger,0.755
schlock,0.755
schlockmeister,0.755
husky,0.755
hutchins,0.755
flaxedil,0.755
bookie,0.755
helm,0.755
court,0.755
truster,0.755
doctor,0.755
parker,0.755
gamin,0.755
bloke,0.755
levulose,0.755
nitwit,0.755
thompson,0.755
sharp,0.7544
whatnot,0.7544
butcher,0.7544
portrait,0.7544
tungusic,0.7544
knuckles,0.7544
star,0.7544
bob,0.7544
a.e.,0.7544
lintwhite,0.7544
morrison,0.754
polo,0.754
titus,0.754
smitane,0.754
jackson,0.754
wester,0.754
archil,0.754
favus,0.754
naomi,0.754
adrian,0.754
james,0.754
person,0.754
bloch,0.754
dug,0.754
jay,0.754
waldmeister,0.754
hayrig,0.754
bennet,0.754
passerby,0.754
owner,0.754
gaboriau,0.754
galen,0.754
menninger,0.754
cunningham,0.754
malcolm_little,0.754
sacco,0.754
jean,0.7534
erik_weisz,0.7534
spallanzani,0.7534
robbins,0.7534
stalin,0.7534
laurel,0.7534
saint,0.7534
susah,0.7534
jigaboo,0.7534
disco,0.7534
catch,0.7534
carter,0.7534
general,0.7534
leoncita,0.7534
cisco,0.7534
pippin,0.7534
manzoni,0.7534
hill,0.7534
victor,0.7534
bolshy,0.7534
vino,0.7534
morris,0.7534
alexander,0.7534
sullivan,0.7534
indocin,0.7534
abraham,0.7534
diamond,0.753
krebs,0.753
malinowski,0.753
domingo,0.753
frog,0.753
turd,0.753
grandfather,0.753
lot,0.753
langley,0.753
latino,0.753
margarita,0.753
laurentius,0.753
professor,0.753
hart,0.753
prophet,0.753
landman,0.753
champ,0.7524
dixie,0.7524
shmuck,0.7524
riddle,0.7524
abdias,0.7524
joker,0.7524
tidbit,0.7524
brandt,0.7524
tung,0.7524
irishman,0.7524
galbulus,0.7524
plyer,0.7524
mommy,0.7524
shawn,0.7524
cardura,0.7524
micheas,0.7524
fella,0.7524
tully,0.7524
philip,0.7524
hall,0.7524
floppy,0.7524
reiter,0.7524
kaufman,0.7524
logan,0.7524
ling_ko,0.7524
kiley,0.7524
fatso,0.752
hutchinson,0.752
capelan,0.752
meatball,0.752
carolina,0.752
usbeg,0.752
pussly,0.752
toad_frog,0.752
friar,0.752
federita,0.752
heinz,0.752
thermel,0.752
tiger,0.752
fischer,0.752
greaseball,0.752
imbauba,0.752
liana,0.752
tusser,0.752
peludo,0.752
grandee,0.752
son,0.752
jerker,0.752
mac,0.752
richardson,0.752
marsh,0.7515
bill,0.7515
harris,0.7515
swanson,0.7515
shotgun,0.7515
shadbush,0.7515
booger,0.7515
farrell,0.7515
barretter,0.7515
kent,0.7515
falloff,0.7515
jonah,0.7515
rus,0.7515
inga,0.7515
psycho,0.7515
child,0.7515
kitty,0.7515
aggeus,0.7515
dweeb,0.7515
watson,0.751
ugli,0.751
jolly,0.751
dolly,0.751
waller,0.751
grimm,0.751
chang,0.751
younker,0.751
clown,0.751
limning,0.751
prima,0.751
louis_the_great,0.751
fink,0.751
lund,0.751
sacque,0.751
swaggie,0.751
scag,0.751
leary,0.751
chill,0.751
key,0.7505
gagster,0.7505
gaspar,0.7505
mango,0.7505
cook,0.7505
harding,0.7505
abel,0.7505
bunny,0.7505
mandioc,0.7505
jamison,0.7505
symons,0.7505
o'neill,0.7505
warren,0.7505
aril,0.7505
schubert,0.7505
cad,0.7505
nammad,0.7505
maraco,0.7505
inge,0.7505
hick,0.7505
saame,0.7505
whitey,0.7505
tanner,0.7505
solomon,0.7505
bastard_indigo,0.7505
pixel,0.7505
jacobi,0.7505
steele,0.7505
leonidas,0.7505
sheridan,0.75
chum,0.75
dasheen,0.75
fuck,0.75
arnold,0.75
gamboge,0.75
hubbard,0.75
brogan,0.75
cox,0.75
leo_iii,0.75
loser,0.75
livelong,0.75
leach,0.75
beau,0.75
neumann,0.75
browne,0.75
deb,0.75
aussie,0.75
scampo,0.75
scottie,0.75
baulker,0.75
daw,0.75
muazzin,0.75
testa,0.75
lamb,0.75
meeter,0.75
wash,0.7495
mulligan,0.7495
reynolds,0.7495
wells,0.7495
thomas,0.7495
mafioso,0.7495
phoebe,0.7495
fellow,0.7495
nestor,0.7495
vitellus,0.7495
gaberdine,0.7495
wife,0.7495
fletcher,0.7495
schwann,0.7495
smut,0.7495
snake,0.7495
benny,0.7495
chapman,0.7495
v.p.,0.7495
caldwell,0.7495
momma,0.7495
guacharo,0.7495
peplus,0.7495
skag,0.749
bradley,0.749
mackenzie,0.749
lentigo,0.749
edwin,0.749
arouser,0.749
grange,0.749
prof,0.749
foryml,0.749
marl,0.749
moghul,0.749
harvey,0.749
hevesy,0.749
grogram,0.749
friend,0.749
greene,0.749
batman,0.749
lunule,0.749
greisen,0.749
tyson,0.749
cat,0.749
hopei,0.749
brooke,0.7485
villus,0.7485
gill,0.7485
italy,0.7485
goodman,0.7485
herm,0.7485
piddle,0.7485
lincocin,0.7485
molter,0.7485
beetle,0.7485
lind,0.7485
stubbs,0.7485
ridgepole,0.7485
snook,0.7485
girl,0.7485
lysin,0.7485
clemens,0.7485
nucha,0.7485
afro,0.7485
whacko,0.7485
nut,0.7485
dig,0.7485
trompillo,0.7485
saul,0.7485
lanseh,0.748
marlin,0.748
boss,0.748
spritzer,0.748
junior,0.748
carducci,0.748
maestro,0.748
gib,0.748
mutt,0.748
dragger,0.748
pirate,0.748
lysis,0.748
cunner,0.748
dawson,0.748
nadir,0.748
dauphin,0.748
pinch,0.748
ergun_he,0.748
salim,0.748
lung,0.748
schnorrer,0.748
golding,0.7476
emile_herzog,0.7476
giambattista_lulli,0.7476
dubyuh,0.7476
haji,0.7476
booth,0.7476
stuart,0.7476
sailor,0.7476
leigh,0.7476
jacobs,0.7476
abbey,0.7476
sang,0.7476
pet,0.7476
thorpe,0.7476
geiger,0.7476
mamma,0.7476
brutus,0.747
alberti,0.747
buhl,0.747
chop,0.747
chin,0.747
sumach,0.747
percy,0.747
gillespie,0.747
pip,0.747
archduke,0.747
mumbler,0.747
alfred,0.747
potter,0.747
hassel,0.747
ernst,0.747
wyatt,0.747
chavez,0.747
pplo,0.747
gibbs,0.747
mona,0.747
ant,0.747
heritor,0.747
drake,0.747
tutelo,0.747
wight,0.747
christ,0.747
ice,0.7466
goldman,0.7466
fuzz,0.7466
rutherford,0.7466
lena,0.7466
priest,0.7466
granddad,0.7466
weirdo,0.7466
lay-by,0.7466
robin,0.7466
sweetie,0.7466
scallopini,0.7466
hecht,0.7466
sweet,0.7466
grant,0.7466
bleu,0.7466
wilde,0.7466
cropper,0.7466
jevons,0.7466
tike,0.7466
homer,0.7466
benton,0.7466
wencher,0.7466
felloe,0.7466
fleming,0.7466
slogger,0.7466
individual,0.7466
hatter,0.7466
ivanov,0.7466
bush,0.746
rabbit,0.746
pappa,0.746
tug,0.746
constable,0.746
patten,0.746
teal,0.746
place,0.746
cherry,0.746
jew,0.746
stewart,0.746
princess,0.746
chambers,0.746
missus,0.746
frisch,0.746
bone,0.746
casava,0.746
goof,0.746
fascist,0.746
dickie,0.746
boyle,0.746
zombie,0.746
linkman,0.746
hoagie,0.746
lefty,0.746
pierce,0.746
douche,0.746
holly,0.746
bijou,0.746
chilly,0.746
slick,0.746
